Device,Hour,Min,Weekday,Action,Duration
Dyson_AM09,21,38,5,heat,1
Dyson_AM09,21,39,5,off,17
Dyson_AM09,21,56,5,heat,1
Dyson_AM09,21,57,5,off,17
Dyson_AM09,22,14,5,heat,1
Dyson_AM09,22,15,5,off,17
Dyson_AM09,22,32,5,heat,1
Dyson_AM09,22,33,5,off,17
Dyson_AM09,22,50,5,heat,1
Dyson_AM09,22,51,5,off,17
Dyson_AM09,23,8,5,heat,1
Dyson_AM09,23,9,5,off,18
Dyson_AM09,23,27,5,heat,1
Dyson_AM09,23,28,5,off,17
Dyson_AM09,23,45,5,heat,1
Dyson_AM09,23,46,5,off,315
Dyson_AM09,5,1,6,heat,42
Dyson_AM09,5,43,6,off,13
Dyson_AM09,5,56,6,heat,1
Dyson_AM09,5,57,6,off,17
Dyson_AM09,6,14,6,heat,1
Dyson_AM09,6,15,6,off,17
Dyson_AM09,6,32,6,heat,1
Dyson_AM09,6,33,6,off,17
Dyson_AM09,6,50,6,heat,1
Dyson_AM09,6,51,6,off,17
Dyson_AM09,7,8,6,heat,1
Dyson_AM09,7,9,6,off,17
Dyson_AM09,7,26,6,heat,1
Dyson_AM09,7,27,6,off,17
Dyson_AM09,7,44,6,heat,1
Dyson_AM09,7,45,6,off,18
Dyson_AM09,8,3,6,heat,1
Dyson_AM09,8,4,6,off,17
Dyson_AM09,8,21,6,heat,1
Dyson_AM09,8,22,6,off,17
Dyson_AM09,8,39,6,heat,1
Dyson_AM09,8,40,6,off,17
Dyson_AM09,8,57,6,heat,1
Dyson_AM09,8,58,6,off,17
Dyson_AM09,9,15,6,heat,1
Dyson_AM09,9,16,6,off,17
Dyson_AM09,9,33,6,heat,1
Dyson_AM09,9,34,6,off,17
Dyson_AM09,9,51,6,heat,1
Dyson_AM09,9,52,6,off,17
Dyson_AM09,10,9,6,heat,1
Dyson_AM09,10,10,6,off,17
Dyson_AM09,10,27,6,heat,1
Dyson_AM09,10,28,6,off,18
Dyson_AM09,10,46,6,heat,1
Dyson_AM09,10,47,6,off,17
Dyson_AM09,11,4,6,heat,1
Dyson_AM09,11,5,6,off,17
Dyson_AM09,11,22,6,heat,1
Dyson_AM09,11,23,6,off,17
Dyson_AM09,11,40,6,heat,1
Dyson_AM09,11,41,6,off,17
Dyson_AM09,11,58,6,heat,1
Dyson_AM09,11,59,6,off,17
Dyson_AM09,12,16,6,heat,1
Dyson_AM09,12,17,6,off,17
Dyson_AM09,12,34,6,heat,1
Dyson_AM09,12,35,6,off,17
Dyson_AM09,12,52,6,heat,1
Dyson_AM09,12,53,6,off,18
Dyson_AM09,13,11,6,heat,1
Dyson_AM09,13,12,6,off,17
Dyson_AM09,13,29,6,heat,1
Dyson_AM09,13,30,6,off,17
Dyson_AM09,13,47,6,heat,1
Dyson_AM09,13,48,6,off,17
Dyson_AM09,14,5,6,heat,1
Dyson_AM09,14,6,6,off,17
Dyson_AM09,14,23,6,heat,1
Dyson_AM09,14,24,6,off,17
Dyson_AM09,14,41,6,heat,1
Dyson_AM09,14,42,6,off,17
Dyson_AM09,14,59,6,heat,1
Dyson_AM09,15,0,6,off,17
Dyson_AM09,15,17,6,heat,1
Dyson_AM09,15,18,6,off,18
Dyson_AM09,15,36,6,heat,1
Dyson_AM09,15,37,6,off,17
Dyson_AM09,15,54,6,heat,1
Dyson_AM09,15,55,6,off,17
Dyson_AM09,16,12,6,heat,1
Dyson_AM09,16,13,6,off,17
Dyson_AM09,16,30,6,heat,1
Dyson_AM09,16,31,6,off,17
Dyson_AM09,16,48,6,heat,1
Dyson_AM09,16,49,6,off,17
Dyson_AM09,17,6,6,heat,1
Dyson_AM09,17,7,6,off,17
Dyson_AM09,17,24,6,heat,1
Dyson_AM09,17,25,6,off,17
Dyson_AM09,17,42,6,heat,1
Dyson_AM09,17,43,6,off,17
Dyson_AM09,18,0,6,heat,1
Dyson_AM09,18,1,6,off,18
Dyson_AM09,18,19,6,heat,1
Dyson_AM09,18,20,6,off,17
Dyson_AM09,18,37,6,heat,1
Dyson_AM09,18,38,6,off,17
Dyson_AM09,18,55,6,heat,1
Dyson_AM09,18,56,6,off,17
Dyson_AM09,19,13,6,heat,1
Dyson_AM09,19,14,6,off,17
Dyson_AM09,19,31,6,heat,1
Dyson_AM09,19,32,6,off,17
Dyson_AM09,19,49,6,heat,1
Dyson_AM09,19,50,6,off,17
Dyson_AM09,20,7,6,heat,1
Dyson_AM09,20,8,6,off,17
Dyson_AM09,20,25,6,heat,1
Dyson_AM09,20,26,6,off,18
Dyson_AM09,20,44,6,heat,1
Dyson_AM09,20,45,6,off,17
Dyson_AM09,21,2,6,heat,1
Dyson_AM09,21,3,6,off,17
Dyson_AM09,21,20,6,heat,1
Dyson_AM09,21,21,6,off,17
Dyson_AM09,21,38,6,heat,1
Dyson_AM09,21,39,6,off,17
Dyson_AM09,21,56,6,heat,1
Dyson_AM09,21,57,6,off,17
Dyson_AM09,22,14,6,heat,1
Dyson_AM09,22,15,6,off,17
Dyson_AM09,22,32,6,heat,1
Dyson_AM09,22,33,6,off,17
Dyson_AM09,22,50,6,heat,1
Dyson_AM09,22,51,6,off,17
Dyson_AM09,23,8,6,heat,1
Dyson_AM09,23,9,6,off,18
Dyson_AM09,23,27,6,heat,1
Dyson_AM09,23,28,6,off,17
Dyson_AM09,23,45,6,heat,1
Dyson_AM09,23,46,6,off,315
Dyson_AM09,5,1,0,heat,42
Dyson_AM09,5,43,0,off,13
Dyson_AM09,5,56,0,heat,1
Dyson_AM09,5,57,0,off,17
Dyson_AM09,6,14,0,heat,1
Dyson_AM09,6,15,0,off,17
Dyson_AM09,6,32,0,heat,1
Dyson_AM09,6,33,0,off,17
Dyson_AM09,6,50,0,heat,1
Dyson_AM09,6,51,0,off,17
Dyson_AM09,7,8,0,heat,1
Dyson_AM09,7,9,0,off,17
Dyson_AM09,7,26,0,heat,1
Dyson_AM09,7,27,0,off,17
Dyson_AM09,7,44,0,heat,1
Dyson_AM09,7,45,0,off,18
Dyson_AM09,8,3,0,heat,1
Dyson_AM09,8,4,0,off,17
Dyson_AM09,8,21,0,heat,1
Dyson_AM09,8,22,0,off,17
Dyson_AM09,8,39,0,heat,1
Dyson_AM09,8,40,0,off,17
Dyson_AM09,8,57,0,heat,1
Dyson_AM09,8,58,0,off,17
Dyson_AM09,9,15,0,heat,1
Dyson_AM09,9,16,0,off,17
Dyson_AM09,9,33,0,heat,1
Dyson_AM09,9,34,0,off,17
Dyson_AM09,9,51,0,heat,1
Dyson_AM09,9,52,0,off,17
Dyson_AM09,10,9,0,heat,1
Dyson_AM09,10,10,0,off,17
Dyson_AM09,10,27,0,heat,1
Dyson_AM09,10,28,0,off,18
Dyson_AM09,10,46,0,heat,1
Dyson_AM09,10,47,0,off,17
Dyson_AM09,11,4,0,heat,1
Dyson_AM09,11,5,0,off,17
Dyson_AM09,11,22,0,heat,1
Dyson_AM09,11,23,0,off,17
Dyson_AM09,11,40,0,heat,1
Dyson_AM09,11,41,0,off,17
Dyson_AM09,11,58,0,heat,1
Dyson_AM09,11,59,0,off,17
Dyson_AM09,12,16,0,heat,1
Dyson_AM09,12,17,0,off,17
Dyson_AM09,12,34,0,heat,1
Dyson_AM09,12,35,0,off,17
Dyson_AM09,12,52,0,heat,1
Dyson_AM09,12,53,0,off,18
Dyson_AM09,13,11,0,heat,1
Dyson_AM09,13,12,0,off,17
Dyson_AM09,13,29,0,heat,1
Dyson_AM09,13,30,0,off,17
Dyson_AM09,13,47,0,heat,1
Dyson_AM09,13,48,0,off,17
Dyson_AM09,14,5,0,heat,1
Dyson_AM09,14,6,0,off,17
Dyson_AM09,14,23,0,heat,1
Dyson_AM09,14,24,0,off,17
Dyson_AM09,14,41,0,heat,1
Dyson_AM09,14,42,0,off,17
Dyson_AM09,14,59,0,heat,1
Dyson_AM09,15,0,0,off,17
Dyson_AM09,15,17,0,heat,1
Dyson_AM09,15,18,0,off,18
Dyson_AM09,15,36,0,heat,1
Dyson_AM09,15,37,0,off,17
Dyson_AM09,15,54,0,heat,1
Dyson_AM09,15,55,0,off,17
Dyson_AM09,16,12,0,heat,1
Dyson_AM09,16,13,0,off,17
Dyson_AM09,16,30,0,heat,1
Dyson_AM09,16,31,0,off,17
Dyson_AM09,16,48,0,heat,1
Dyson_AM09,16,49,0,off,17
Dyson_AM09,17,6,0,heat,1
Dyson_AM09,17,7,0,off,17
Dyson_AM09,17,24,0,heat,1
Dyson_AM09,17,25,0,off,17
Dyson_AM09,17,42,0,heat,1
Dyson_AM09,17,43,0,off,17
Dyson_AM09,18,0,0,heat,1
Dyson_AM09,18,1,0,off,18
Dyson_AM09,18,19,0,heat,1
Dyson_AM09,18,20,0,off,17
Dyson_AM09,18,37,0,heat,1
Dyson_AM09,18,38,0,off,17
Dyson_AM09,18,55,0,heat,1
Dyson_AM09,18,56,0,off,17
Dyson_AM09,19,13,0,heat,1
Dyson_AM09,19,14,0,off,17
Dyson_AM09,19,31,0,heat,1
Dyson_AM09,19,32,0,off,17
Dyson_AM09,19,49,0,heat,1
Dyson_AM09,19,50,0,off,17
Dyson_AM09,20,7,0,heat,1
Dyson_AM09,20,8,0,off,17
Dyson_AM09,20,25,0,heat,1
Dyson_AM09,20,26,0,off,18
Dyson_AM09,20,44,0,heat,1
Dyson_AM09,20,45,0,off,17
Dyson_AM09,21,2,0,heat,1
Dyson_AM09,21,3,0,off,17
Dyson_AM09,21,20,0,heat,1
Dyson_AM09,21,21,0,off,17
Dyson_AM09,21,38,0,heat,1
Dyson_AM09,21,39,0,off,17
Dyson_AM09,21,56,0,heat,1
Dyson_AM09,21,57,0,off,17
Dyson_AM09,22,14,0,heat,1
Dyson_AM09,22,15,0,off,17
Dyson_AM09,22,32,0,heat,1
Dyson_AM09,22,33,0,off,17
Dyson_AM09,22,50,0,heat,1
Dyson_AM09,22,51,0,off,17
Dyson_AM09,23,8,0,heat,1
Dyson_AM09,23,9,0,off,18
Dyson_AM09,23,27,0,heat,1
Dyson_AM09,23,28,0,off,17
Dyson_AM09,23,45,0,heat,1
Dyson_AM09,23,46,0,off,315
Dyson_AM09,5,1,1,heat,42
Dyson_AM09,5,43,1,off,13
Dyson_AM09,5,56,1,heat,1
Dyson_AM09,5,57,1,off,17
Dyson_AM09,6,14,1,heat,1
Dyson_AM09,6,15,1,off,17
Dyson_AM09,6,32,1,heat,1
Dyson_AM09,6,33,1,off,17
Dyson_AM09,6,50,1,heat,1
Dyson_AM09,6,51,1,off,17
Dyson_AM09,7,8,1,heat,1
Dyson_AM09,7,9,1,off,17
Dyson_AM09,7,26,1,heat,1
Dyson_AM09,7,27,1,off,17
Dyson_AM09,7,44,1,heat,1
Dyson_AM09,7,45,1,off,18
Dyson_AM09,8,3,1,heat,1
Dyson_AM09,8,4,1,off,17
Dyson_AM09,8,21,1,heat,1
Dyson_AM09,8,22,1,off,17
Dyson_AM09,8,39,1,heat,1
Dyson_AM09,8,40,1,off,17
Dyson_AM09,8,57,1,heat,1
Dyson_AM09,8,58,1,off,17
Dyson_AM09,9,15,1,heat,1
Dyson_AM09,9,16,1,off,17
Dyson_AM09,9,33,1,heat,1
Dyson_AM09,9,34,1,off,17
Dyson_AM09,9,51,1,heat,1
Dyson_AM09,9,52,1,off,17
Dyson_AM09,10,9,1,heat,1
Dyson_AM09,10,10,1,off,17
Dyson_AM09,10,27,1,heat,1
Dyson_AM09,10,28,1,off,18
Dyson_AM09,10,46,1,heat,1
Dyson_AM09,10,47,1,off,17
Dyson_AM09,11,4,1,heat,1
Dyson_AM09,11,5,1,off,17
Dyson_AM09,11,22,1,heat,1
Dyson_AM09,11,23,1,off,17
Dyson_AM09,11,40,1,heat,1
Dyson_AM09,11,41,1,off,17
Dyson_AM09,11,58,1,heat,1
Dyson_AM09,11,59,1,off,17
Dyson_AM09,12,16,1,heat,1
Dyson_AM09,12,17,1,off,17
Dyson_AM09,12,34,1,heat,1
Dyson_AM09,12,35,1,off,17
Dyson_AM09,12,52,1,heat,1
Dyson_AM09,12,53,1,off,18
Dyson_AM09,13,11,1,heat,1
Dyson_AM09,13,12,1,off,17
Dyson_AM09,13,29,1,heat,1
Dyson_AM09,13,30,1,off,17
Dyson_AM09,13,47,1,heat,1
Dyson_AM09,13,48,1,off,17
Dyson_AM09,14,5,1,heat,1
Dyson_AM09,14,6,1,off,17
Dyson_AM09,14,23,1,heat,1
Dyson_AM09,14,24,1,off,17
Dyson_AM09,14,41,1,heat,1
Dyson_AM09,14,42,1,off,17
Dyson_AM09,14,59,1,heat,1
Dyson_AM09,15,0,1,off,17
Dyson_AM09,15,17,1,heat,1
Dyson_AM09,15,18,1,off,18
Dyson_AM09,15,36,1,heat,1
Dyson_AM09,15,37,1,off,17
Dyson_AM09,15,54,1,heat,1
Dyson_AM09,15,55,1,off,17
Dyson_AM09,16,12,1,heat,1
Dyson_AM09,16,13,1,off,17
Dyson_AM09,16,30,1,heat,1
Dyson_AM09,16,31,1,off,17
Dyson_AM09,16,48,1,heat,1
Dyson_AM09,16,49,1,off,17
Dyson_AM09,17,6,1,heat,1
Dyson_AM09,17,7,1,off,17
Dyson_AM09,17,24,1,heat,1
Dyson_AM09,17,25,1,off,17
Dyson_AM09,17,42,1,heat,1
Dyson_AM09,17,43,1,off,17
Dyson_AM09,18,0,1,heat,1
Dyson_AM09,18,1,1,off,18
Dyson_AM09,18,19,1,heat,1
Dyson_AM09,18,20,1,off,17
Dyson_AM09,18,37,1,heat,1
Dyson_AM09,18,38,1,off,17
Dyson_AM09,18,55,1,heat,1
Dyson_AM09,18,56,1,off,17
Dyson_AM09,19,13,1,heat,1
Dyson_AM09,19,14,1,off,17
Dyson_AM09,19,31,1,heat,1
Dyson_AM09,19,32,1,off,17
Dyson_AM09,19,49,1,heat,1
Dyson_AM09,19,50,1,off,17
Dyson_AM09,20,7,1,heat,1
Dyson_AM09,20,8,1,off,17
Dyson_AM09,20,25,1,heat,1
Dyson_AM09,20,26,1,off,18
Dyson_AM09,20,44,1,heat,1
Dyson_AM09,20,45,1,off,17
Dyson_AM09,21,2,1,heat,1
Dyson_AM09,21,3,1,off,17
Dyson_AM09,21,20,1,heat,1
Dyson_AM09,21,21,1,off,17
Dyson_AM09,21,38,1,heat,1
Dyson_AM09,21,39,1,off,17
Dyson_AM09,21,56,1,heat,1
Dyson_AM09,21,57,1,off,17
Dyson_AM09,22,14,1,heat,1
Dyson_AM09,22,15,1,off,17
Dyson_AM09,22,32,1,heat,1
Dyson_AM09,22,33,1,off,17
Dyson_AM09,22,50,1,heat,1
Dyson_AM09,22,51,1,off,17
Dyson_AM09,23,8,1,heat,1
Dyson_AM09,23,9,1,off,18
Dyson_AM09,23,27,1,heat,1
Dyson_AM09,23,28,1,off,17
Dyson_AM09,23,45,1,heat,1
Dyson_AM09,23,46,1,off,315
Dyson_AM09,5,1,2,heat,42
Dyson_AM09,5,43,2,off,13
Dyson_AM09,5,56,2,heat,1
Dyson_AM09,5,57,2,off,17
Dyson_AM09,6,14,2,heat,1
Dyson_AM09,6,15,2,off,17
Dyson_AM09,6,32,2,heat,1
Dyson_AM09,6,33,2,off,17
Dyson_AM09,6,50,2,heat,1
Dyson_AM09,6,51,2,off,17
Dyson_AM09,7,8,2,heat,1
Dyson_AM09,7,9,2,off,17
Dyson_AM09,7,26,2,heat,1
Dyson_AM09,7,27,2,off,17
Dyson_AM09,7,44,2,heat,1
Dyson_AM09,7,45,2,off,18
Dyson_AM09,8,3,2,heat,1
Dyson_AM09,8,4,2,off,17
Dyson_AM09,8,21,2,heat,1
Dyson_AM09,8,22,2,off,17
Dyson_AM09,8,39,2,heat,1
Dyson_AM09,8,40,2,off,17
Dyson_AM09,8,57,2,heat,1
Dyson_AM09,8,58,2,off,17
Dyson_AM09,9,15,2,heat,1
Dyson_AM09,9,16,2,off,17
Dyson_AM09,9,33,2,heat,1
Dyson_AM09,9,34,2,off,17
Dyson_AM09,9,51,2,heat,1
Dyson_AM09,9,52,2,off,17
Dyson_AM09,10,9,2,heat,1
Dyson_AM09,10,10,2,off,17
Dyson_AM09,10,27,2,heat,1
Dyson_AM09,10,28,2,off,18
Dyson_AM09,10,46,2,heat,1
Dyson_AM09,10,47,2,off,17
Dyson_AM09,11,4,2,heat,1
Dyson_AM09,11,5,2,off,17
Dyson_AM09,11,22,2,heat,1
Dyson_AM09,11,23,2,off,17
Dyson_AM09,11,40,2,heat,1
Dyson_AM09,11,41,2,off,17
Dyson_AM09,11,58,2,heat,1
Dyson_AM09,11,59,2,off,17
Dyson_AM09,12,16,2,heat,1
Dyson_AM09,12,17,2,off,17
Dyson_AM09,12,34,2,heat,1
Dyson_AM09,12,35,2,off,17
Dyson_AM09,12,52,2,heat,1
Dyson_AM09,12,53,2,off,18
Dyson_AM09,13,11,2,heat,1
Dyson_AM09,13,12,2,off,17
Dyson_AM09,13,29,2,heat,1
Dyson_AM09,13,30,2,off,17
Dyson_AM09,13,47,2,heat,1
Dyson_AM09,13,48,2,off,17
Dyson_AM09,14,5,2,heat,1
Dyson_AM09,14,6,2,off,17
Dyson_AM09,14,23,2,heat,1
Dyson_AM09,14,24,2,off,17
Dyson_AM09,14,41,2,heat,1
Dyson_AM09,14,42,2,off,17
Dyson_AM09,14,59,2,heat,1
Dyson_AM09,15,0,2,off,17
Dyson_AM09,15,17,2,heat,1
Dyson_AM09,15,18,2,off,18
Dyson_AM09,15,36,2,heat,1
Dyson_AM09,15,37,2,off,17
Dyson_AM09,15,54,2,heat,1
Dyson_AM09,15,55,2,off,17
Dyson_AM09,16,12,2,heat,1
Dyson_AM09,16,13,2,off,17
Dyson_AM09,16,30,2,heat,1
Dyson_AM09,16,31,2,off,17
Dyson_AM09,16,48,2,heat,1
Dyson_AM09,16,49,2,off,17
Dyson_AM09,17,6,2,heat,1
Dyson_AM09,17,7,2,off,17
Dyson_AM09,17,24,2,heat,1
Dyson_AM09,17,25,2,off,17
Dyson_AM09,17,42,2,heat,1
Dyson_AM09,17,43,2,off,17
Dyson_AM09,18,0,2,heat,1
Dyson_AM09,18,1,2,off,18
Dyson_AM09,18,19,2,heat,1
Dyson_AM09,18,20,2,off,17
Dyson_AM09,18,37,2,heat,1
Dyson_AM09,18,38,2,off,17
Dyson_AM09,18,55,2,heat,1
Dyson_AM09,18,56,2,off,17
Dyson_AM09,19,13,2,heat,1
Dyson_AM09,19,14,2,off,17
Dyson_AM09,19,31,2,heat,1
Dyson_AM09,19,32,2,off,17
Dyson_AM09,19,49,2,heat,1
Dyson_AM09,19,50,2,off,17
Dyson_AM09,20,7,2,heat,1
Dyson_AM09,20,8,2,off,17
Dyson_AM09,20,25,2,heat,1
Dyson_AM09,20,26,2,off,18
Dyson_AM09,20,44,2,heat,1
Dyson_AM09,20,45,2,off,17
Dyson_AM09,21,2,2,heat,1
Dyson_AM09,21,3,2,off,17
Dyson_AM09,21,20,2,heat,1
Dyson_AM09,21,21,2,off,17
Dyson_AM09,21,38,2,heat,1
Dyson_AM09,21,39,2,off,17
Dyson_AM09,21,56,2,heat,1
Dyson_AM09,21,57,2,off,17
Dyson_AM09,22,14,2,heat,1
Dyson_AM09,22,15,2,off,17
Dyson_AM09,22,32,2,heat,1
Dyson_AM09,22,33,2,off,17
Dyson_AM09,22,50,2,heat,1
Dyson_AM09,22,51,2,off,17
Dyson_AM09,23,8,2,heat,1
Dyson_AM09,23,9,2,off,18
Dyson_AM09,23,27,2,heat,1
Dyson_AM09,23,28,2,off,17
Dyson_AM09,23,45,2,heat,1
Dyson_AM09,23,46,2,off,315
Dyson_AM09,5,1,3,heat,42
Dyson_AM09,5,43,3,off,13
Dyson_AM09,5,56,3,heat,1
Dyson_AM09,5,57,3,off,17
Dyson_AM09,6,14,3,heat,1
Dyson_AM09,6,15,3,off,17
Dyson_AM09,6,32,3,heat,1
Dyson_AM09,6,33,3,off,17
Dyson_AM09,6,50,3,heat,1
Dyson_AM09,6,51,3,off,17
Dyson_AM09,7,8,3,heat,1
Dyson_AM09,7,9,3,off,17
Dyson_AM09,7,26,3,heat,1
Dyson_AM09,7,27,3,off,17
Dyson_AM09,7,44,3,heat,1
Dyson_AM09,7,45,3,off,18
Dyson_AM09,8,3,3,heat,1
Dyson_AM09,8,4,3,off,17
Dyson_AM09,8,21,3,heat,1
Dyson_AM09,8,22,3,off,17
Dyson_AM09,8,39,3,heat,1
Dyson_AM09,8,40,3,off,17
Dyson_AM09,8,57,3,heat,1
Dyson_AM09,8,58,3,off,17
Dyson_AM09,9,15,3,heat,1
Dyson_AM09,9,16,3,off,17
Dyson_AM09,9,33,3,heat,1
Dyson_AM09,9,34,3,off,17
Dyson_AM09,9,51,3,heat,1
Dyson_AM09,9,52,3,off,17
Dyson_AM09,10,9,3,heat,1
Dyson_AM09,10,10,3,off,17
Dyson_AM09,10,27,3,heat,1
Dyson_AM09,10,28,3,off,18
Dyson_AM09,10,46,3,heat,1
Dyson_AM09,10,47,3,off,17
Dyson_AM09,11,4,3,heat,1
Dyson_AM09,11,5,3,off,17
Dyson_AM09,11,22,3,heat,1
Dyson_AM09,11,23,3,off,17
Dyson_AM09,11,40,3,heat,1
Dyson_AM09,11,41,3,off,17
Dyson_AM09,11,58,3,heat,1
Dyson_AM09,11,59,3,off,17
Dyson_AM09,12,16,3,heat,1
Dyson_AM09,12,17,3,off,17
Dyson_AM09,12,34,3,heat,1
Dyson_AM09,12,35,3,off,17
Dyson_AM09,12,52,3,heat,1
Dyson_AM09,12,53,3,off,18
Dyson_AM09,13,11,3,heat,1
Dyson_AM09,13,12,3,off,17
Dyson_AM09,13,29,3,heat,1
Dyson_AM09,13,30,3,off,17
Dyson_AM09,13,47,3,heat,1
Dyson_AM09,13,48,3,off,17
Dyson_AM09,14,5,3,heat,1
Dyson_AM09,14,6,3,off,17
Dyson_AM09,14,23,3,heat,1
Dyson_AM09,14,24,3,off,17
Dyson_AM09,14,41,3,heat,1
Dyson_AM09,14,42,3,off,17
Dyson_AM09,14,59,3,heat,1
Dyson_AM09,15,0,3,off,17
Dyson_AM09,15,17,3,heat,1
Dyson_AM09,15,18,3,off,18
Dyson_AM09,15,36,3,heat,1
Dyson_AM09,15,37,3,off,17
Dyson_AM09,15,54,3,heat,1
Dyson_AM09,15,55,3,off,17
Dyson_AM09,16,12,3,heat,1
Dyson_AM09,16,13,3,off,17
Dyson_AM09,16,30,3,heat,1
Dyson_AM09,16,31,3,off,17
Dyson_AM09,16,48,3,heat,1
Dyson_AM09,16,49,3,off,17
Dyson_AM09,17,6,3,heat,1
Dyson_AM09,17,7,3,off,17
Dyson_AM09,17,24,3,heat,1
Dyson_AM09,17,25,3,off,17
Dyson_AM09,17,42,3,heat,1
Dyson_AM09,17,43,3,off,17
Dyson_AM09,18,0,3,heat,1
Dyson_AM09,18,1,3,off,18
Dyson_AM09,18,19,3,heat,1
Dyson_AM09,18,20,3,off,17
Dyson_AM09,18,37,3,heat,1
Dyson_AM09,18,38,3,off,17
Dyson_AM09,18,55,3,heat,1
Dyson_AM09,18,56,3,off,17
Dyson_AM09,19,13,3,heat,1
Dyson_AM09,19,14,3,off,17
Dyson_AM09,19,31,3,heat,1
Dyson_AM09,19,32,3,off,17
Dyson_AM09,19,49,3,heat,1
Dyson_AM09,19,50,3,off,17
Dyson_AM09,20,7,3,heat,1
Dyson_AM09,20,8,3,off,17
Dyson_AM09,20,25,3,heat,1
Dyson_AM09,20,26,3,off,18
Dyson_AM09,20,44,3,heat,1
Dyson_AM09,20,45,3,off,17
Dyson_AM09,21,2,3,heat,1
Dyson_AM09,21,3,3,off,17
Dyson_AM09,21,20,3,heat,1
Dyson_AM09,21,21,3,off,17
Dyson_AM09,21,38,3,heat,1
Dyson_AM09,21,39,3,off,17
Dyson_AM09,21,56,3,heat,1
Dyson_AM09,21,57,3,off,17
Dyson_AM09,22,14,3,heat,1
Dyson_AM09,22,15,3,off,17
Dyson_AM09,22,32,3,heat,1
Dyson_AM09,22,33,3,off,17
Dyson_AM09,22,50,3,heat,1
Dyson_AM09,22,51,3,off,17
Dyson_AM09,23,8,3,heat,1
Dyson_AM09,23,9,3,off,18
Dyson_AM09,23,27,3,heat,1
Dyson_AM09,23,28,3,off,17
Dyson_AM09,23,45,3,heat,1
Dyson_AM09,23,46,3,off,315
Dyson_AM09,5,1,4,heat,42
Dyson_AM09,5,43,4,off,13
Dyson_AM09,5,56,4,heat,1
Dyson_AM09,5,57,4,off,17
Dyson_AM09,6,14,4,heat,1
Dyson_AM09,6,15,4,off,17
Dyson_AM09,6,32,4,heat,1
Dyson_AM09,6,33,4,off,17
Dyson_AM09,6,50,4,heat,1
Dyson_AM09,6,51,4,off,17
Dyson_AM09,7,8,4,heat,1
Dyson_AM09,7,9,4,off,17
Dyson_AM09,7,26,4,heat,1
Dyson_AM09,7,27,4,off,17
Dyson_AM09,7,44,4,heat,1
Dyson_AM09,7,45,4,off,18
Dyson_AM09,8,3,4,heat,1
Dyson_AM09,8,4,4,off,17
Dyson_AM09,8,21,4,heat,1
Dyson_AM09,8,22,4,off,17
Dyson_AM09,8,39,4,heat,1
Dyson_AM09,8,40,4,off,17
Dyson_AM09,8,57,4,heat,1
Dyson_AM09,8,58,4,off,17
Dyson_AM09,9,15,4,heat,1
Dyson_AM09,9,16,4,off,17
Dyson_AM09,9,33,4,heat,1
Dyson_AM09,9,34,4,off,17
Dyson_AM09,9,51,4,heat,1
Dyson_AM09,9,52,4,off,17
Dyson_AM09,10,9,4,heat,1
Dyson_AM09,10,10,4,off,17
Dyson_AM09,10,27,4,heat,1
Dyson_AM09,10,28,4,off,18
Dyson_AM09,10,46,4,heat,1
Dyson_AM09,10,47,4,off,17
Dyson_AM09,11,4,4,heat,1
Dyson_AM09,11,5,4,off,17
Dyson_AM09,11,22,4,heat,1
Dyson_AM09,11,23,4,off,17
Dyson_AM09,11,40,4,heat,1
Dyson_AM09,11,41,4,off,17
Dyson_AM09,11,58,4,heat,1
Dyson_AM09,11,59,4,off,17
Dyson_AM09,12,16,4,heat,1
Dyson_AM09,12,17,4,off,17
Dyson_AM09,12,34,4,heat,1
Dyson_AM09,12,35,4,off,17
Dyson_AM09,12,52,4,heat,1
Dyson_AM09,12,53,4,off,18
Dyson_AM09,13,11,4,heat,1
Dyson_AM09,13,12,4,off,17
Dyson_AM09,13,29,4,heat,1
Dyson_AM09,13,30,4,off,17
Dyson_AM09,13,47,4,heat,1
Dyson_AM09,13,48,4,off,17
Dyson_AM09,14,5,4,heat,1
Dyson_AM09,14,6,4,off,17
Dyson_AM09,14,23,4,heat,1
Dyson_AM09,14,24,4,off,17
Dyson_AM09,14,41,4,heat,1
Dyson_AM09,14,42,4,off,17
Dyson_AM09,14,59,4,heat,1
Dyson_AM09,15,0,4,off,17
Dyson_AM09,15,17,4,heat,1
Dyson_AM09,15,18,4,off,18
Dyson_AM09,15,36,4,heat,1
Dyson_AM09,15,37,4,off,17
Dyson_AM09,15,54,4,heat,1
Dyson_AM09,15,55,4,off,17
Dyson_AM09,16,12,4,heat,1
Dyson_AM09,16,13,4,off,17
Dyson_AM09,16,30,4,heat,1
Dyson_AM09,16,31,4,off,17
Dyson_AM09,16,48,4,heat,1
Dyson_AM09,16,49,4,off,17
Dyson_AM09,17,6,4,heat,1
Dyson_AM09,17,7,4,off,17
Dyson_AM09,17,24,4,heat,1
Dyson_AM09,17,25,4,off,17
Dyson_AM09,17,42,4,heat,1
Dyson_AM09,17,43,4,off,17
Dyson_AM09,18,0,4,heat,1
Dyson_AM09,18,1,4,off,18
Dyson_AM09,18,19,4,heat,1
Dyson_AM09,18,20,4,off,17
Dyson_AM09,18,37,4,heat,1
Dyson_AM09,18,38,4,off,17
Dyson_AM09,18,55,4,heat,1
Dyson_AM09,18,56,4,off,17
